gmCode,mag,depth,dist,originTime,resid_0p1,resid_0p2,resid_0p3,resid_0p4,resid_0p5,resid_1p0,resid_2p0,resid_3p0,resid_4p0,resid_5p0,resid_10p0,vs30,evid,resid_10p0_c_ci95l,resid_10p0_c,resid_10p0_c_ci95u,resid_10p0 _phi_ci95l,resid_10p0 _phi,resid_10p0 _phi_ci95u,resid_10p0 _tau_ci95l,resid_10p0 _tau,resid_10p0 _tau_ci95u,resid_10p0 _intra,resid_10p0 _inter
1554,4.42,9,107.33,736336.2,0.22302,-0.37225,-0.33861,-0.42511,-0.28821,0.5984,0.62654,1.21377,1.65554,1.73251,1.5021,1055,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.274948763377331,0.618606298870893
1555,4.42,9,91.56,736336.2,0.28512,-0.07164,-0.18196,-0.27181,-0.33875,0.7785,0.70008,1.3158,1.65901,1.76779,1.32939,946,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.102238763377331,0.618606298870893
1556,4.42,9,108.91,736336.2,0.16104,0.04337,-0.01899,-0.0726,0.22229,0.77037,0.56879,1.17653,1.64635,1.74124,1.31111,995,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0839587633773307,0.618606298870893
1557,4.42,9,112.08,736336.2,-0.05077,0.53069,1.10865,1.32093,1.03756,1.00538,0.66343,1.26639,1.65229,1.78568,1.56068,524,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.333528763377331,0.618606298870893
1578,4.42,9,165.23,736336.2,-0.47798,-0.05666,0.24376,0.2352,0.33251,0.72102,1.27818,1.41049,1.88094,1.98917,1.65189,378,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.424738763377331,0.618606298870893
1584,4.42,9,223.1,736336.2,-0.58563,0.25461,0.38036,0.85555,0.85941,1.4282,1.49952,1.71942,1.85695,1.87793,1.39213,521,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.164978763377331,0.618606298870893
1586,4.42,9,224.16,736336.2,-0.87829,0.03886,0.88295,0.81782,0.70678,1.00298,1.31338,1.57486,1.98162,2.36858,1.89285,818,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.665698763377331,0.618606298870893
1587,4.75,10,273.76,736336.2,-1.51855,-0.45378,-0.33899,0.08859,0.33981,0.89803,1.07209,0.81578,0.78128,0.75464,1.70336,439,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.476208763377331,0.618606298870893
1593,4.75,10,222.53,736336.2,-0.9974,-0.18933,-0.08696,0.37258,0.36597,0.91188,0.97057,1.18687,1.32324,1.3448,0.86708,521,736336.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.360071236622669,0.618606298870893
1635,5.1,9,276.7,736373.7,-1.49009,-0.37475,-0.03826,0.15246,0.53185,0.26549,0.19096,-0.2821,0.12049,0.23925,0.94715,439,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.707984095645154,-0.369379033396931
1636,5.1,9,207.95,736373.7,-0.21268,0.25585,0.08126,0.41377,0.12958,-0.0089,-0.18906,-0.37684,-0.50935,-0.45999,-0.19015,906,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.429315904354846,-0.369379033396931
1638,5.1,9,74.71,736373.7,-0.44542,-0.49039,-0.37213,-0.90968,-0.57115,-0.99228,-0.53857,-0.61807,-0.18318,0.007,-0.02965,337,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.268815904354846,-0.369379033396931
1642,5.1,9,113.51,736373.7,0.28574,0.0162,-0.25724,-0.70134,-0.68935,-0.70575,-0.57639,-0.55818,-0.43836,0.07677,0.12243,1008,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.116735904354846,-0.369379033396931
1644,5.1,9,89.78,736373.7,-0.13604,-0.48346,-0.49043,-0.66088,-0.84448,-0.56747,-0.34496,-0.40266,-0.30294,0.10124,0.25599,946,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.0168240956451544,-0.369379033396931
1646,5.1,9,110.48,736373.7,-0.38299,0.12465,0.76512,1.1134,0.50503,-0.12755,-0.2934,-0.52052,-0.2289,0.16626,0.19752,524,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0416459043548456,-0.369379033396931
1650,5.1,9,100.61,736373.7,-0.48139,-0.50891,-0.53813,-0.59311,-0.52159,-0.42177,-0.31993,-0.44001,-0.40863,0.06363,-0.07358,971,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.312745904354846,-0.369379033396931
1653,5.1,9,128.38,736373.7,0.00449,0.14995,-0.15173,-0.11916,0.31774,-0.45587,-0.61482,-0.51936,-0.42962,-0.0295,0.18791,374,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0512559043548456,-0.369379033396931
1669,5.1,9,161.33,736373.7,-0.53163,-0.20249,-0.38357,-0.44159,-0.46485,-0.26944,-0.30776,-0.29567,0.51517,0.79523,0.55207,378,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.312904095645154,-0.369379033396931
1670,5.1,9,162.95,736373.7,-0.69046,-0.66439,-0.96096,-0.88332,-0.90892,-0.73031,-0.7324,-0.66628,0.16895,0.44821,0.22869,368,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.0104759043548456,-0.369379033396931
1671,5.1,9,217.15,736373.7,-1.00762,-0.23087,0.42807,0.12662,0.61687,0.28256,-0.27106,-0.37221,-0.55317,-0.43661,-0.65681,666,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.895975904354846,-0.369379033396931
1672,5.1,9,199.62,736373.7,-0.6716,0.0675,0.4051,0.6412,0.47614,0.05455,-0.30761,-0.16112,-0.53024,-0.45281,-0.42713,989,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.666295904354846,-0.369379033396931
1673,5.1,9,266.48,736373.7,-0.86147,-0.05186,-0.11136,-0.21659,-0.40482,-0.88852,-1.0579,-1.0878,-1.29344,-1.07666,-0.74711,1016,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.986275904354846,-0.369379033396931
1675,5.1,9,221.53,736373.7,-1.06388,-0.23459,0.24906,0.10764,0.15936,0.30411,-0.1874,0.50053,0.86696,1.34558,0.7878,818,736373.7,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.548634095645154,-0.369379033396931
1678,4.15,5,66.95,736418.2,-1.14396,-0.32811,-0.20179,0.08232,0.11656,0.0245,-0.0525,0.36598,0.62759,0.64746,0.21734,525,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.187716125736111,-0.203488812015666
1679,4.15,5,67.84,736418.2,-0.06915,-0.00145,0.09038,0.11936,-0.38274,-0.65511,-0.46557,-0.06233,0.39702,0.1413,0.0799,493,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.325156125736111,-0.203488812015666
1696,4.15,5,224.98,736418.2,-1.43464,-0.43138,-0.26206,-0.14268,-0.01705,0.03875,0.47782,0.46543,0.15025,0.08587,0.24261,764,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.162446125736111,-0.203488812015666
1701,4.15,5,50.65,736418.2,-0.24302,-0.42368,-0.47133,-0.43024,-0.2113,0.18822,0.14236,0.34218,0.57174,0.60083,0.29205,502,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.113006125736111,-0.203488812015666
1716,4.15,5,65.09,736418.2,-1.52726,-1.19277,-0.85998,-0.81443,-0.58337,0.45411,0.61732,0.7251,0.98105,1.02878,0.5665,378,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.161443874263889,-0.203488812015666
1721,4.15,5,140.45,736418.2,-1.07553,-0.25065,-0.21211,0.30132,0.27934,-0.3607,-0.68828,-0.05171,-0.03868,-0.1149,-0.28117,989,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.686226125736111,-0.203488812015666
1722,4.15,5,161.15,736418.2,-0.70182,0.30531,0.43923,0.43832,0.55957,0.47338,0.63782,0.1434,0.04855,0.24645,0.24809,1016,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.156966125736111,-0.203488812015666
1723,4.15,5,134.71,736418.2,-0.05039,0.0367,-0.3514,-0.08003,0.04154,-0.64906,0.43389,0.18631,0.68856,0.78531,0.46463,700,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.059573874263889,-0.203488812015666
1724,4.15,5,176.68,736418.2,-1.08071,-1.18861,-1.31128,-1.11117,-0.78227,-1.05283,-0.64946,-0.70927,-0.22907,0.22912,1.60806,1859,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,1.20300387426389,-0.203488812015666
1726,4.15,5,253.71,736418.2,-2.36099,-1.2092,-0.91882,-0.64716,-0.629,0.08644,-0.20962,-0.0752,0.16668,0.39711,0.26653,1073,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.138526125736111,-0.203488812015666
1727,4.15,5,297,736418.2,-1.22596,-0.90245,-0.57867,-0.54009,-0.67779,-0.62369,-0.90609,-0.59961,-0.72425,-0.66074,-0.45714,875,736418.2,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.862196125736111,-0.203488812015666
1739,4.18,7,97.7,736519.9,-0.42643,-0.64725,-0.73623,-0.56833,-1.07109,-1.18786,-0.94412,-0.79292,-0.27476,-0.38198,-0.22024,330,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.212987121445026,-0.61579781630675
1740,4.18,7,97.8,736519.9,0.26439,-0.23927,-0.73545,-0.69163,-1.09823,-1.24537,-0.86133,-0.81394,-0.25828,-0.43557,-0.29562,308,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.288367121445026,-0.61579781630675
1741,4.18,7,98.38,736519.9,-0.38968,-0.68774,-0.85704,-0.64628,-1.04714,-1.16652,-0.90939,-0.76737,-0.28677,-0.35444,-0.72393,321,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.716677121445026,-0.61579781630675
1742,4.18,7,95.29,736519.9,-0.31789,-0.79605,-0.85822,-0.75177,-0.91469,-1.27177,-0.86166,-0.75938,-0.28126,-0.30355,-0.5638,339,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.556547121445026,-0.61579781630675
1743,4.18,7,95.41,736519.9,-0.22163,-0.75035,-0.7633,-0.68563,-0.97823,-1.29527,-0.82431,-0.74511,-0.28055,-0.26481,-0.31649,282,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.309237121445026,-0.61579781630675
1744,4.18,7,95.91,736519.9,-0.57135,-0.84367,-0.81715,-0.84597,-1.03824,-1.25419,-0.84539,-0.79008,-0.26181,-0.37016,-0.51052,302,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.503267121445026,-0.61579781630675
1745,4.18,7,93.42,736519.9,-0.14281,-0.41725,-0.63208,-0.67677,-1.00041,-1.25307,-0.81695,-0.6564,-0.28518,-0.27533,-0.47092,311,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.463667121445026,-0.61579781630675
1746,4.18,7,93.51,736519.9,0.23632,-0.3713,-0.61534,-0.57248,-0.80223,-1.15453,-0.66934,-0.63777,-0.22352,-0.26834,-0.45521,299,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.447957121445026,-0.61579781630675
1747,4.18,7,94.27,736519.9,-0.28293,-0.48113,-0.72684,-0.60289,-0.82966,-1.19129,-0.81704,-0.68142,-0.26414,-0.27483,-0.27189,259,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.264637121445026,-0.61579781630675
1748,4.18,7,96.6,736519.9,-0.65585,-0.21007,-0.59862,-0.60074,-0.94544,-1.04479,-0.84408,-0.66015,-0.21187,-0.27414,-0.16191,259,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.154657121445026,-0.61579781630675
1750,4.18,7,97.36,736519.9,-0.11011,-0.298,-0.53067,-0.55321,-0.76009,-0.95211,-0.76226,-0.64298,-0.17787,-0.19865,-0.31151,332,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.304257121445026,-0.61579781630675
1751,4.18,7,99.69,736519.9,-0.29331,-0.5436,-0.68416,-0.96217,-1.05119,-1.25588,-0.95905,-0.72458,-0.28694,-0.29843,-0.73337,361,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.726117121445026,-0.61579781630675
1752,4.18,7,99.68,736519.9,-0.39579,-0.40613,-0.81777,-0.92703,-0.98264,-1.23535,-0.88778,-0.69142,-0.23899,-0.2531,-0.11518,326,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.107927121445026,-0.61579781630675
1753,4.18,7,100.25,736519.9,-0.74684,-0.29475,-0.81944,-0.75296,-1.1035,-1.27924,-0.89413,-0.68126,-0.25126,-0.27872,-0.33499,378,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.327737121445026,-0.61579781630675
1754,4.18,7,99.19,736519.9,0.16317,-0.70206,-0.86333,-0.55697,-0.99132,-1.05586,-0.92769,-0.7552,-0.30653,-0.36511,-0.36947,329,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.362217121445026,-0.61579781630675
1755,4.18,7,99.29,736519.9,-0.87221,-0.75647,-1.03134,-0.81571,-1.08744,-1.15952,-0.9866,-0.73394,-0.32272,-0.35289,-0.39053,337,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.383277121445026,-0.61579781630675
1756,4.18,7,99.86,736519.9,-0.16249,-0.62872,-0.74735,-0.81752,-0.95117,-1.01442,-1.03097,-0.74396,-0.29413,-0.31109,-0.51955,345,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.512297121445026,-0.61579781630675
1758,4.18,7,136.85,736519.9,-0.62826,-0.2757,0.01205,-0.23579,-0.32641,-0.48433,0.11957,-0.20909,0.35602,0.60702,0.54599,796,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.553242878554974,-0.61579781630675
1761,4.18,7,158.54,736519.9,0.41019,0.84987,1.07488,0.47337,-0.14055,-0.16193,0.47136,0.11142,0.57544,0.77558,0.56613,664,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.573382878554974,-0.61579781630675
1762,4.18,7,182.29,736519.9,-0.89546,0.3799,0.52372,0.65257,0.32208,0.20869,0.17458,0.31776,0.48999,0.61541,0.44919,525,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.456442878554974,-0.61579781630675
1763,4.18,7,68,736519.9,-0.59042,0.15958,0.38735,0.21109,-0.32581,-0.91955,-0.03799,-0.40569,0.02524,-0.2878,-0.11135,493,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,-0.104097121445026,-0.61579781630675
1766,4.18,7,181.75,736519.9,-0.07502,0.05436,0.13655,-0.00701,0.14786,0.38511,0.29842,-0.18793,0.48143,0.67199,0.59513,578,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.602382878554974,-0.61579781630675
1768,4.18,7,63.45,736519.9,-1.08704,-0.79841,-0.70861,-0.97404,-0.91442,-0.61804,0.40738,-0.22786,0.37585,0.75254,0.4681,298,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.475352878554974,-0.61579781630675
1786,4.18,7,138.24,736519.9,-1.05097,-0.03199,-0.20071,-0.07983,0.11403,-0.29173,0.02132,-0.06848,0.56326,0.63558,0.30133,630,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.308582878554974,-0.61579781630675
1787,4.18,7,185.94,736519.9,-0.14569,0.46264,1.07903,0.89291,0.6421,0.40179,0.19896,0.15589,0.18266,0.21041,0.32111,448,736519.9,0.44842542438592,0.608544937751777,0.768664451117633,0.96013580599281,1.01904370112703,1.0815658142578,0.296733055610788,0.418206267516985,0.589406804814804,0.328362878554974,-0.61579781630675
